,Site ID,Local ID,Reg. ID,DTW (ft),WL Elev (ft amsl),WL Date,Data Type,Well Depth (ft),Case Dia (in),Water Use,Drill Date,latitude,longitude
FALSE,3.52724E+14,B-24-16 23AAA,225628,476.8,2486.2,2/7/2018,STANDARD,980,30,IRRIGATION,1/6/2016,35.45675,113.940389
FALSE,3.5291E+14,B-24-16 10AAA2,525380,427.8,2489.2,3/28/2023,STANDARD,1111,16,IRRIGATION,10/11/1989,35.486,113.958747
FALSE,3.52939E+14,B-24-16 W06BDC,223891,,,,STANDARD,980,16,UNUSED,10/21/2014,35.494056,114.032806
FALSE,3.53732E+14,B-26-18 24DAC,614904,20.3,3549.7,3/6/1980,STANDARD,80,8,UNUSED,,35.622778,114.1525
FALSE,3.50837E+14,B-20-15 04DAB,,,,,STANDARD,,,STOCK,,35.143611,113.863056
FALSE,3.51752E+14,B-22-16 10DCD,231349,,,,STANDARD,1010,24,IRRIGATION,2/5/2020,35.297667,113.964083
FALSE,3.52429E+14,B-23-14 03ACD,,514.18,2910.82,4/24/1965,STANDARD,642,3,UNUSED,11/1/1943,35.408056,113.750556
FALSE,3.531E+14,B-25-16 35BAA,223063,393.4,2492.6,2/7/2018,STANDARD,1200,16,IRRIGATION,7/1/2014,35.516806,113.9625
FALSE,3.53404E+14,B-25-17 09DBB,916653,465.2,2494.8,3/30/2023,STANDARD,730,24,UNUSED,11/29/2014,35.567722,114.104472
FALSE,3.53708E+14,B-26-17 23CCC1,600495,262.3,2499.7,3/25/1980,STANDARD,700,14,STOCK,1/1/1957,35.618889,114.0725
FALSE,3.53708E+14,B-26-17 22CCC,223541,,,,STANDARD,780,24,UNUSED,11/25/2014,35.619,114.096083
FALSE,3.53939E+14,B-26-18 09BAA,203711,520.1,2914.9,1/31/2006,STANDARD,652,6.63,DOMESTIC,7/26/2004,35.660917,114.212611
FALSE,3.54415E+14,B-27-18 07CBD1,,35,3965,1/1/1950,STANDARD,65,6,UNUSED,,35.739028,114.252639
FALSE,3.51039E+14,B-21-15 28BCA2,,110,4320,1/1/1964,STANDARD,450,,STOCK,,35.1775,113.881389
FALSE,3.51114E+14,B-21-15 20CAB,,114.6,4140.4,3/16/2023,STANDARD,,8,STOCK,,35.187556,113.899083
FALSE,3.51807E+14,B-22-17 14BAA,209612,,,,STANDARD,345,7,DOMESTIC,10/27/2005,35.301944,114.067139
FALSE,3.5182E+14,B-22-17 11DDB,917113,,,,STANDARD,368,8.63,DOMESTIC,7/3/2014,35.305583,114.059694
FALSE,3.52146E+14,B-23-16 E19DBB,913775,,,,STANDARD,528,7,UNUSED,11/7/2011,35.36275,114.017722
FALSE,3.52435E+14,B-23-14 03BBB,,,,,STANDARD,5,6,UNUSED,1/1/1944,35.413333,113.762778
FALSE,3.52534E+14,B-24-16 34ABB,903091,539.8,2563.2,1/19/2006,STANDARD,,6.62,DOMESTIC,,35.426222,113.964333
FALSE,3.52716E+14,B-24-16 21BAD,507197,535,2497,1/30/2024,STANDARD,900,5.56,DOMESTIC,4/10/1984,35.454444,113.985278
FALSE,3.53044E+14,B-25-14 36AAD,,,,,STANDARD,,,STOCK,,35.512222,113.7225
FALSE,3.5091E+14,B-21-14 31CCC3,,91.9,4493.1,5/21/1980,STANDARD,300,8,COMMERCIAL,,35.152778,113.815278
FALSE,3.5132E+14,B-21-16 E07AAD,215545,,,,STANDARD,765,8.63,DOMESTIC,8/24/2007,35.222194,114.011
FALSE,3.51658E+14,B-22-15 19AAA,235633,,,,STANDARD,1510,30,UNUSED,6/19/2022,35.282722,113.905389
FALSE,3.52435E+14,B-23-14 03ABB,,,,,STANDARD,75,16,UNUSED,1/1/1943,35.409722,113.753333
FALSE,3.52632E+14,B-24-15 25BAA,549739,,,,STANDARD,900,7,UNUSED,4/17/1996,35.442222,113.825833
FALSE,3.51428E+14,B-21-17 01BBD,205936,,,,STANDARD,305,6.5,UNUSED,1/25/2005,35.241139,114.053417
FALSE,3.51459E+14,B-22-15 35BDB,,,,,STANDARD,422,8,UNUSED,1/1/1963,35.249722,113.846944
FALSE,3.51625E+14,B-22-15 24DAB,,,,,STANDARD,180,,STOCK,,35.273611,113.816111
FALSE,3.52338E+14,B-23-16 09BDA,641810,,,,STANDARD,625,6,UNUSED,1/1/1979,35.393889,113.984167
FALSE,3.52634E+14,B-24-15 29ABB,231376,,,,STANDARD,1000,30,IRRIGATION,11/20/2019,35.442681,113.896108
FALSE,3.53628E+14,B-26-16 29CCB,916185,,,,STANDARD,800,16,UNUSED,1/1/2014,35.607833,114.025028
FALSE,3.54114E+14,B-27-19 35BDA,621791,26.3,3993.7,2/2/2006,STANDARD,100,,STOCK,,35.688056,114.283444
FALSE,3.54825E+14,B-28-17 23BAA,,12.9,3887.1,3/20/1980,STANDARD,300,8,STOCK,1/1/1971,35.806944,114.07
FALSE,3.5112E+14,B-21-15 20BAD,604198,115.4,4054.6,3/16/2023,STANDARD,140,8,STOCK,,35.193861,113.896806
FALSE,3.52727E+14,B-24-15 13DDC,205174,726.9,2528.1,1/11/2006,STANDARD,980,6.62,UNUSED,3/12/2005,35.457472,113.819944
FALSE,3.54018E+14,B-26-18 01BDB,800243,641,2659,1/26/2006,STANDARD,740,8,DOMESTIC,1/1/1978,35.671722,114.162056
FALSE,3.51003E+14,B-21-14 29CCC,,,,,STANDARD,354,6,UNUSED,,35.1675,113.798889
FALSE,3.51433E+14,B-21-17 01ABA,212694,228.4,3266.6,3/29/2023,STANDARD,380,7,DOMESTIC,8/15/2006,35.242472,114.044306
FALSE,3.5175E+14,B-22-16 15AAB,590897,,,,STANDARD,800,13,DOMESTIC,3/10/2002,35.297333,113.961778
FALSE,3.5203E+14,B-23-15 28CDD,,489,2781,5/1/1965,STANDARD,405,7,UNUSED,1/1/1917,35.341667,113.881944
FALSE,3.5231E+14,B-23-14 11DDC,918794,,,,STANDARD,27,8.63,UNUSED,10/29/2015,35.386167,113.730417
FALSE,3.529E+14,B-24-15 11ABC,593595,600.1,2529.9,1/18/2006,STANDARD,771,6.62,DOMESTIC,9/12/2002,35.483389,113.841806
FALSE,3.51117E+14,B-21-16 24CAA2,,0.3,3999.7,12/2/1985,STANDARD,,,UNUSED,,35.188056,113.9325
FALSE,3.51452E+14,B-22-16 33BCD,612666,756.8,2597.6,3/14/2023,STANDARD,1050,16,PUBLIC SUPPLY,1/3/1971,35.247639,113.989528
FALSE,3.51806E+14,B-22-16 11DBC,529463,396,2836,3/14/2023,STANDARD,685,16,OBSERVATION,11/9/1990,35.303278,113.948722
FALSE,3.52416E+14,B-23-16 03CAA,904479,,,,STANDARD,,,DOMESTIC,,35.404528,113.968583
FALSE,3.52632E+14,B-24-16 27BBB,224535,563.3,2481.7,3/1/2018,STANDARD,661,30,UNUSED,7/28/2015,35.442361,113.975
FALSE,3.52746E+14,B-24-16 15CAA,223764,436.4,2528.6,9/24/2014,STANDARD,960,16,IRRIGATION,9/24/2014,35.462861,113.966611
FALSE,3.52844E+14,B-24-16 09CBB,916317,466,2479,2/7/2018,STANDARD,600,16,UNUSED,4/28/2014,35.478778,113.993083
FALSE,3.52929E+14,B-24-17 02DDD,920515,,,,STANDARD,964,7.88,UNUSED,6/15/2017,35.491333,114.057278
FALSE,3.53616E+14,B-26-16 30DDD,,,,,STANDARD,2608,4,UNUSED,1/1/1958,35.604611,114.025139
FALSE,3.53616E+14,B-26-17 25CDD,223188,277.5,2492.5,3/30/2023,STANDARD,1200,20,UNUSED,1/12/2015,35.6045,114.051556
FALSE,3.53942E+14,B-26-18 09BBB,203051,523.9,2936.1,1/31/2006,STANDARD,727,6.63,DOMESTIC,7/13/2004,35.661722,114.219861
FALSE,3.54629E+14,B-28-16 34BBD1,,61.8,4059.2,11/8/1995,STANDARD,108,8,DOMESTIC,1/1/1952,35.775278,113.986944
FALSE,3.51802E+14,B-22-17 14BBD,207096,,,,STANDARD,180,6.5,DOMESTIC,4/9/2005,35.300472,114.072
FALSE,3.51858E+14,B-22-17 11ABA,625003,57.5,3787.5,12/5/1985,STANDARD,120,8,UNUSED,12/1/1977,35.316111,114.063056
FALSE,3.52538E+14,B-24-16 35AAA,581226,656.6,2505.4,2/9/2018,STANDARD,905,8.62,DOMESTIC,7/13/2000,35.427333,113.940306
FALSE,3.52911E+14,B-24-16 05CCC,223771,476.9,2488.1,2/27/2018,STANDARD,650,24,UNUSED,10/26/2014,35.486278,114.010611
FALSE,3.53705E+14,B-26-17 25BBB,84693,,,,STANDARD,258,6,UNUSED,6/30/1980,35.6175,114.06
FALSE,3.53829E+14,B-26-16 18ADC,223822,254.2,2505.8,3/1/2018,STANDARD,1240,24,UNUSED,11/10/2014,35.641444,114.029417
FALSE,3.53924E+14,B-26-18 11ADC1,511088,645.6,2834.4,1/31/2006,STANDARD,850,7,UNUSED,6/20/1985,35.656556,114.170861
FALSE,3.54414E+14,B-27-18 07CBD2,,23.8,3978.2,3/22/2023,STANDARD,65,8.62,STOCK,,35.738972,114.252639
FALSE,3.5175E+14,B-22-17 14BCB1,209038,,,,STANDARD,225,7,DOMESTIC,9/22/2005,35.297306,114.074694
FALSE,3.52348E+14,B-23-14 11BBD,918827,,,,STANDARD,780,8.63,MINING,11/4/2015,35.396778,113.741444
FALSE,3.52744E+14,B-24-13 18CAD,,,,,STANDARD,,,UNUSED,,35.462222,113.710833
FALSE,3.5284E+14,B-24-16 10CAA,525381,409.3,2508.7,1/12/2006,STANDARD,1111,16,IRRIGATION,11/2/1989,35.477222,113.969056
FALSE,3.52959E+14,B-24-15 05BBD,575396,472,2518,9/20/1999,STANDARD,806,7,UNUSED,9/20/1999,35.499611,113.901917
FALSE,3.53624E+14,B-26-15 25DDA,87201,186.1,3818.9,2/8/2018,STANDARD,200,8.62,STOCK,2/24/1981,35.606444,113.831278
FALSE,3.53857E+14,B-26-18 11DCD,515291,,,,STANDARD,508,6,DOMESTIC,9/4/1986,35.649167,114.172778
FALSE,3.54023E+14,B-26-18 05BAD,509650,,,,STANDARD,700,7,DOMESTIC,12/20/1984,35.674,114.228472
FALSE,3.51226E+14,B-21-15 17ADA,544254,600,3415,3/14/2005,STANDARD,763,8.62,DOMESTIC,7/24/1994,35.207194,113.888111
FALSE,3.51954E+14,B-23-17 35DDD,227105,,,,STANDARD,525,7,DOMESTIC,4/11/2017,35.331667,114.057028
FALSE,3.52133E+14,B-23-17 23CDD,,,,,STANDARD,,,STOCK,,35.359167,114.065833
FALSE,3.5234E+14,B-23-16 09BCB,632333,511.5,2846.5,2/9/2018,STANDARD,710,4,UNUSED,3/28/1980,35.394944,113.992417
FALSE,3.52853E+14,B-24-15 11BCA,593660,,,,STANDARD,760,8.62,DOMESTIC,10/9/2002,35.481472,113.84925
FALSE,3.53153E+14,B-25-15 25BBA,915378,530,2533,3/27/2013,STANDARD,635,8.5,STOCK,3/27/2013,35.531306,113.844833
FALSE,3.53725E+14,B-26-15 23DAC,606682,102.6,3680.4,2/10/2006,STANDARD,400,10,STOCK,1/1/1971,35.623417,113.851
FALSE,3.5224E+14,B-23-16 17ACD,806780,78.7,3374.3,2/9/2018,STANDARD,,12,UNUSED,,35.377778,113.999444
FALSE,3.52334E+14,B-23-17 11CAA,,,,,STANDARD,,,STOCK,,35.392778,114.063333
FALSE,3.52632E+14,B-24-16 27AAA,224534,544.1,2484.9,2/7/2018,STANDARD,905,30,IRRIGATION,11/10/2015,35.442361,113.958056
FALSE,3.52909E+14,B-24-16 10AAA1,523211,,,,STANDARD,2220,8.62,UNUSED,9/24/1989,35.485748,113.958778
FALSE,3.53947E+14,B-26-18 03CCC,511036,544.4,2875.6,1/26/2006,STANDARD,635,7,DOMESTIC,5/15/1985,35.663,114.201917
FALSE,3.54147E+14,B-27-16 25DBD,,,,,STANDARD,,,UNUSED,,35.696389,113.940833
FALSE,3.5103E+14,B-21-15 26BDD,,14.53,4415.47,4/7/1952,STANDARD,48,,STOCK,,35.175,113.845833
FALSE,3.5164E+14,B-22-14 19ADB,604202,49.1,4210.9,2/6/2018,STANDARD,60,,STOCK,,35.277915,113.801223
FALSE,3.51828E+14,B-22-17 11CAA,602521,,,,STANDARD,130,8,DOMESTIC,9/12/1977,35.307778,114.067222
FALSE,3.52205E+14,B-23-17 24ADD,806693,38,3751,11/8/1995,STANDARD,200,8.62,UNUSED,,35.368056,114.040556
FALSE,3.52339E+14,B-23-16E07BDA,805841,168.6,3481.4,3/12/1980,STANDARD,430,6.63,DOMESTIC,3/1/1978,35.394167,114.021667
FALSE,3.52748E+14,B-24-17 17CCC1,647549,20,3880,12/1/1964,STANDARD,70,,STOCK,,35.463333,114.125556
FALSE,3.54608E+14,B-28-17 33CBC,920193,320.8,2531.2,2/26/2018,STANDARD,1000,20,COMMERCIAL,2/1/2017,35.768917,114.113583
FALSE,3.50812E+14,B-20-15 08ABB,,,,,STANDARD,,,STOCK,,35.136667,113.884722
FALSE,3.50838E+14,B-20-15 06DAB,,,,,STANDARD,,,DOMESTIC,,35.143889,113.899722
FALSE,3.51131E+14,B-21-15 19AC,,,,,STANDARD,,,STOCK,,35.191944,113.907222
FALSE,3.51713E+14,B-22-17 22AAB2,,,,,STANDARD,,8,UNUSED,,35.286944,114.078333
FALSE,3.51739E+14,B-22-17 15DAB,631625,,,,STANDARD,50,,DOMESTIC,,35.294167,114.072778
FALSE,3.51758E+14,B-22-15 12DDA1,,173.1,3876.9,2/29/1980,STANDARD,,6,UNUSED,,35.299444,113.816667
FALSE,3.52214E+14,B-23-14 13CCC3,,72.8,3492.2,2/27/2018,STANDARD,,6,DOMESTIC,,35.370834,113.725914
FALSE,3.52705E+14,B-24-16 W19BDD,587596,369.6,2850.4,2/13/2018,STANDARD,445,7,DOMESTIC,7/13/2001,35.451333,114.030972
FALSE,3.52911E+14,B-24-16 03CDD,222876,424.3,2486.7,2/7/2018,STANDARD,840,16,UNUSED,5/1/2014,35.486444,113.967389
FALSE,3.5332E+14,B-25-18 13AAC,,,,,STANDARD,,,UNUSED,,35.555556,114.149167
FALSE,3.53618E+14,B-26-16 29DDD,600496,303.5,2500.5,3/30/2023,STANDARD,710,16,UNUSED,12/19/1979,35.605028,114.008028
FALSE,3.51345E+14,B-21-16 W06CBC1,617205,258.9,3176.1,4/5/2023,STANDARD,480,,UNUSED,,35.229139,114.039194
FALSE,3.52027E+14,B-23-17 35BDB,642958,102.5,3892.5,5/23/1980,STANDARD,295,4,UNUSED,5/22/1980,35.340833,114.069444
FALSE,3.52128E+14,B-23-17 28AAB,631621,5.5,4463.5,2/27/1980,STANDARD,25,,UNUSED,,35.357778,114.095278
FALSE,3.52304E+14,B-23-15 08DDD,624999,411.2,2718.8,3/29/2023,STANDARD,929,20,PUBLIC SUPPLY,1/1/1964,35.384583,113.889194
FALSE,3.52606E+14,B-24-16 28DBA,919731,570,2540,8/3/2016,STANDARD,710,10,UNUSED,8/3/2016,35.435111,113.981417
FALSE,3.53717E+14,B-26-15 24CBD,,,,,STANDARD,,6,UNUSED,,35.622778,113.843889
FALSE,3.50956E+14,B-21-15 33BBB,631348,56.2,4563.8,3/16/2023,STANDARD,700,,DOMESTIC,1/1/1963,35.165917,113.886722
FALSE,3.51016E+14,B-21-15 26CAD2,631355,60.79,4421.21,1/7/1991,STANDARD,220,6.63,STOCK,8/31/1970,35.171111,113.845833
FALSE,3.521E+14,B-23-14 26BDA,918058,,,,STANDARD,211,7,DOMESTIC,4/6/2015,35.350083,113.736722
FALSE,3.52353E+14,B-23-17 08ADB,,,,,STANDARD,,,STOCK,,35.398056,114.113889
FALSE,3.52728E+14,B-24-13 19BBA,,,,,STANDARD,,,STOCK,,35.457778,113.714722
FALSE,3.5314E+14,B-25-14 27AAC,592605,202.8,3357.2,2/28/2018,STANDARD,405,8.5,STOCK,6/13/2002,35.527639,113.7625
FALSE,3.53731E+14,B-26-17 23CBB2,86254,258.2,2500.8,11/8/1995,STANDARD,650,14,IRRIGATION,6/12/1981,35.625,114.077889
FALSE,3.53841E+14,B-26-18 17AAA,525065,,,,STANDARD,685,8,DOMESTIC,10/23/1989,35.644722,114.220278
FALSE,3.54028E+14,B-26-19 02ABB,641792,50.2,3889.8,3/23/2023,STANDARD,70,3,STOCK,,35.675361,114.281194
FALSE,3.54645E+14,B-28-17 29CCC,920192,475,2390,1/4/2017,STANDARD,1000,20,IRRIGATION,2/1/2017,35.779278,114.131139
FALSE,3.51604E+14,B-22-15 29BBB,230187,,,,STANDARD,1370,32,IRRIGATION,5/23/2019,35.26775,113.905278
FALSE,3.51745E+14,B-22-17 14ADC,205000,,,,STANDARD,355,7,DOMESTIC,10/12/2004,35.295778,114.06025
FALSE,3.51952E+14,B-23-15 36DBA,,,,,STANDARD,,,STOCK,,35.333056,113.821667
FALSE,3.51953E+14,B-23-17 33DDB,642242,12,4708,1/1/1964,STANDARD,15,,STOCK,,35.331389,114.093056
FALSE,3.52412E+14,B-23-17 05CDD,,,,,STANDARD,,,STOCK,,35.403333,114.115278
FALSE,3.52516E+14,B-24-14 35BDC,595066,169.7,3380.3,2/27/2018,STANDARD,,7,UNUSED,12/24/2002,35.42125,113.739611
FALSE,3.52607E+14,B-24-15 26CBB,594194,,,,STANDARD,730,8.62,DOMESTIC,8/12/2002,35.435306,113.851472
FALSE,3.53012E+14,B-25-15 33DDC,914301,,,,STANDARD,595,8.63,STOCK,5/4/2012,35.503278,113.885083
FALSE,3.52057E+14,B-23-14 26BDC,577263,112.9,4125.1,2/27/2018,STANDARD,165,7,DOMESTIC,1/23/1999,35.349111,113.738639
FALSE,3.52215E+14,B-23-15 13CDA,,,,,STANDARD,,,STOCK,,35.373611,113.827778
FALSE,3.52223E+14,B-23-16 17CDA,,92.6,3387.4,3/12/1980,STANDARD,290,6.63,UNUSED,3/1/1978,35.373056,114.001944
FALSE,3.52528E+14,B-24-15 32ABD,604196,507.7,2511.3,1/17/2006,STANDARD,850,20,UNUSED,10/4/1974,35.424528,113.891944
FALSE,3.52607E+14,B-24-16 27ACC,223920,580.2,2482.8,3/29/2023,STANDARD,705,24,IRRIGATION,12/12/2014,35.435389,113.9665
FALSE,3.52727E+14,B-24-16 15DDD,225227,486.2,2485.8,3/28/2023,STANDARD,1017,30,IRRIGATION,10/14/2015,35.457444,113.958056
FALSE,3.52911E+14,B-24-16 05CDD,222890,455.5,2489.5,3/28/2023,STANDARD,800,16,IRRIGATION,11/2/2013,35.486389,114.002306
FALSE,3.60031E+14,B-30-17 07BAA,,,,,STANDARD,,,UNUSED,,36.008611,114.150556
FALSE,3.51126E+14,B-21-16 24BDA,631345,78.4,3901.6,1/7/1991,STANDARD,85,8,STOCK,,35.190528,113.933583
FALSE,3.51642E+14,B-22-14 19ADA,604201,33.2,4231.8,2/6/2018,STANDARD,180,8,UNUSED,,35.278388,113.799697
FALSE,3.52059E+14,B-23-14 28ACA,,,,,STANDARD,,,STOCK,,35.349722,113.764444
FALSE,3.52226E+14,B-23-16 W18CAD,593206,,,,STANDARD,264,7,DOMESTIC,10/31/2002,35.373889,114.030056
FALSE,3.5266E+14,B-24-15 19ACC,223890,477.2,2503.8,2/7/2018,STANDARD,1000,24,IRRIGATION,10/28/2014,35.449917,113.913028
FALSE,3.53826E+14,B-26-19 13BCD,216727,354,3331,11/17/2007,STANDARD,680,8.5,DOMESTIC,11/17/2007,35.640694,114.270639
FALSE,3.51216E+14,B-21-15 17BCC,572372,280.5,3718.5,1/16/2006,STANDARD,400,8.62,DOMESTIC,9/17/1999,35.204556,113.902806
FALSE,3.51222E+14,B-21-17 13DBB,,303,3227,1/1/1966,STANDARD,518,,DOMESTIC,1/1/1966,35.206111,114.046667
FALSE,3.51257E+14,B-21-16 W07CBC,913607,225.7,3226.3,3/10/2023,STANDARD,800,8.63,UNUSED,9/7/2011,35.215833,114.039028
FALSE,3.51555E+14,B-22-16 26BAC,605484,615.4,2719.6,3/15/2023,STANDARD,1247,14,INDUSTRIAL,1/1/1967,35.265361,113.952306
FALSE,3.52439E+14,B-23-16 03BDB,583006,650.9,2545.1,4/26/2006,STANDARD,775,7,DOMESTIC,9/12/2000,35.410861,113.972056
FALSE,3.52909E+14,B-24-16 10BBB,224134,414,2488,12/14/2014,STANDARD,1000,24,IRRIGATION,12/14/2014,35.485889,113.975306
FALSE,3.53326E+14,B-25-17 17BAD,,57.7,3101.3,3/30/2023,STANDARD,220,10.75,STOCK,11/1/1967,35.557306,114.123306
FALSE,3.54637E+14,B-28-17 31AAA,208801,526.5,2348.5,2/6/2018,STANDARD,1000,16,OTHER,11/26/2005,35.776889,114.133083
FALSE,3.54836E+14,B-28-18 13CDA,203012,541.9,2300.1,1/19/2006,STANDARD,950,6.62,PUBLIC SUPPLY,6/25/2004,35.810028,114.15825
FALSE,3.55527E+14,B-29-18 11AAA,621794,296.6,1906.4,12/5/1985,STANDARD,550,8,UNUSED,,35.923194,114.174778
FALSE,3.50901E+14,B-20-15 05BBC,631352,720,4220,1/1/1964,STANDARD,785,6,DOMESTIC,,35.150278,113.896667
FALSE,3.51557E+14,B-22-14 30ABD,,,,,STANDARD,30,,UNUSED,,35.265833,113.802222
FALSE,3.52713E+14,B-24-14 19ABD,535306,755.3,2504.7,11/9/1995,STANDARD,1020,6.62,STOCK,7/15/1992,35.454028,113.803833
FALSE,3.52723E+14,B-24-15 19AAA,916700,490.8,2500.2,2/7/2018,STANDARD,980,24,IRRIGATION,11/2/2014,35.456472,113.905806
FALSE,3.52745E+14,B-24-17 14CDD2,,10.6,3429.4,2/27/1980,STANDARD,40,8,UNUSED,,35.4625,114.066389
FALSE,3.53154E+14,B-25-16 23CCC,508148,365,2502,10/4/2023,STANDARD,500,7,STOCK,6/4/1985,35.53175,113.971028
